id,title,genres,average_rating,total_rate,view_cnt,poster_url,summary_id
3722,"Live Virgin (1999)",Comedy,2.0,2,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MTM0ODY0Ml5BMl5BanBnXkFtZTcwNjA3MzUxMQ@@._V1_SX300.jpg,
3723,"Hamlet (1990)",Drama,3.65,200,0,https://m.media-amazon.com/images/M/MV5BMjA4OTM4NzMxOF5BMl5BanBnXkFtZTcwMDY1OTM2MQ@@._V1_SX300.jpg,3723
3724,"Coming Home (1978)",Drama|War,3.738,130,0,https://m.media-amazon.com/images/M/MV5BNTZmMmE4YWQtNjhkYi00NGM0LWI4YTQtZjk2ZTJkNWE1MjVjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,3724
3725,"American Pop (1981)",Animation|Musical,2.976,82,0,https://m.media-amazon.com/images/M/MV5BNDIwZTcxMGMtN2U5Mi00ZDU3LWE1ZTktMjllZjNhNTFiNDQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,3725
3726,"Assault on Precinct 13 (1976)",Action|Thriller,3.61,82,0,https://m.media-amazon.com/images/M/MV5BMTk4OTM3ODU4NF5BMl5BanBnXkFtZTcwNTM0NjcyMQ@@._V1_SX300.jpg,3726
3727,"Near Dark (1987)",Comedy|Horror,3.741,116,0,https://m.media-amazon.com/images/M/MV5BODdkYzVhMmQtYmJhMy00MGMxLTk2ZmEtMmE0YTEwMWNhOTI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3727
3728,"One False Move (1991)",Thriller,3.984,124,0,https://m.media-amazon.com/images/M/MV5BZDBlNDcwN2QtODBhNy00OGI4LTkxZDUtMTEyMjllMTc4NmQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3728
3729,"Shaft (1971)",Action|Crime,3.516,128,0,https://m.media-amazon.com/images/M/MV5BYmJhNWMyOTUtZjgwZS00YzdjLTk1MmMtODJlOTExMDQ3MDU5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,3729
3730,"Conversation, The (1974)",Drama|Mystery,4.235,392,0,https://m.media-amazon.com/images/M/MV5BYTQxYWJlYTgtMTk5MS00ZGFiLWI5MWItYjhkNjM3YmUyNjYxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,3730
3731,"Cutter's Way (1981)",Drama|Thriller,3.429,28,0,https://m.media-amazon.com/images/M/MV5BNzc3NDEyZmQtYjFjOS00M2VmLWJkYWMtN2YzNGQ1OWRiMDYxXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,3731
3732,"Fury, The (1978)",Horror,3.412,34,0,https://m.media-amazon.com/images/M/MV5BNWUwNzYxYWEtYzM4OS00MTg0LWIwZjktMzc3MWUyZTQ0MjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3732
3733,"Paper Chase, The (1973)",Drama,3.82,200,0,https://m.media-amazon.com/images/M/MV5BZDlhMTlhNWItODIxNC00Yjk5LTgzNjUtMDEyOWE2ZmJjNTc5XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,3733
3734,"Prince of the City (1981)",Drama,3.4,30,0,https://m.media-amazon.com/images/M/MV5BNTM5YzVlNWUtNzMxYy00ZGM1LWE3NWQtZDQxNjBlODJkNGU3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,3734
3735,"Serpico (1973)",Crime|Drama,3.899,358,0,https://m.media-amazon.com/images/M/MV5BYTU4ZTI0NzAtYzMwNi00YmMxLThmZWItNTY5NzgyMDAwYWVhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,3735
3736,"Big Carnival, The (1951)",Drama,3.722,36,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,3736
3737,"Lonely Are the Brave (1962)",Drama|Western,4.385,26,0,https://m.media-amazon.com/images/M/MV5BMTViZDU5MDktNjRjYS00Zjk1LThkNmUtMzgwYmRjMmVkZjU3XkEyXkFqcGdeQXVyNTEwNDMwNA@@._V1_SX300.jpg,3737
3738,"Sugarland Express, The (1974)",Drama,3.5,56,0,https://m.media-amazon.com/images/M/MV5BM2ZlOTJmYzUtMWQ1ZC00ZDQzLWFjNDUtMDliMjJiMWI5YjBmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,3738
3739,"Trouble in Paradise (1932)",Comedy|Romance,4.0,30,0,https://m.media-amazon.com/images/M/MV5BY2E5ODgyYmQtY2Q0ZS00N2MyLWJhYzktYTliMWEyOWM2OGNiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,3739
3740,"Big Trouble in Little China (1986)",Action|Comedy,3.454,476,0,https://m.media-amazon.com/images/M/MV5BNzlhYjEzOGItN2MwNS00ODRiLWE5OTItYThiNmJlMTdmMzgxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,3740
3741,"Badlands (1973)",Crime|Drama,4.138,188,0,https://m.media-amazon.com/images/M/MV5BMDcxNjhiOTEtMzQ0YS00OTBhLTkxM2QtN2UyZDMzNzIzNWFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3741
3742,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",Drama|War,4.012,164,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,3742
3743,"Boys and Girls (2000)",Comedy|Romance,2.561,82,0,https://m.media-amazon.com/images/M/MV5BMTgyNjIzNTI4Ml5BMl5BanBnXkFtZTcwNzAzMjk0MQ@@._V1_SX300.jpg,3743
3744,"Shaft (2000)",Action|Crime,3.163,356,0,https://m.media-amazon.com/images/M/MV5BYmJhNWMyOTUtZjgwZS00YzdjLTk1MmMtODJlOTExMDQ3MDU5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,3744
3745,"Titan A.E. (2000)",Adventure|Animation|Sci-Fi,3.485,614,0,https://m.media-amazon.com/images/M/MV5BYTVkYTAyZDMtYzNmYi00OTkyLTg3M2ItNmE0MDZkNmY3Y2I3XkEyXkFqcGdeQXVyNjU2MDUzMjY@._V1_SX300.jpg,3745
3746,"Butterfly (La Lengua de las Mariposas) (2000)",Drama|War,3.939,66,0,https://m.media-amazon.com/images/M/MV5BODNiZmY2MWUtMjFhMy00ZmM2LTg2MjYtNWY1OTY5NGU2MjdjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,3746
3747,"Jesus' Son (1999)",Drama,3.862,160,0,https://m.media-amazon.com/images/M/MV5BMTUwMzkyMjg4N15BMl5BanBnXkFtZTcwMTI2NDUyMQ@@._V1_SX300.jpg,3747
3748,"Match, The (1999)",Comedy|Romance,2.0,2,0,https://m.media-amazon.com/images/M/MV5BMmM1ZTZhNDUtYzBkNi00YzQ0LWEyZjItM2M5OTI2ZTU0MDlkXkEyXkFqcGdeQXVyMjI0MjMwMzQ@._V1_SX300.jpg,3748
3749,"Time Regained (Le Temps RetrouvÃ¯Â¿Â½) (1999)",Drama,4.0,20,0,https://images-na.ssl-images-amazon.com/images/M/MV5BOGIzZTgyZjktNjM3NC00ZDI1LWIwNjgtMjBmNzQ2NjQxNjYyXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_SX300.jpg,3749
3750,"Boricua's Bond (2000)",Drama,0.0,0,0,https://m.media-amazon.com/images/M/MV5BMjA5MDA4NTQyNF5BMl5BanBnXkFtZTYwNDk0Mjk5._V1_SX300.jpg,3750
3751,"Chicken Run (2000)","Animation|Children's|Comedy",3.928,1274,0,https://m.media-amazon.com/images/M/MV5BY2UyYjFkNzAtYzIyMC00MGI1LTlkNDktNzUyOGQ5NTI2ZGFjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,3751
3752,"Me, Myself and Irene (2000)",Comedy,3.017,484,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,3752
3753,"Patriot, The (2000)",Action|Drama|War,3.706,1312,0,https://m.media-amazon.com/images/M/MV5BMTkzMjE4ODU0MV5BMl5BanBnXkFtZTYwNTI2OTk2._V1_SX300.jpg,3753
3754,"Adventures of Rocky and Bullwinkle, The (2000)","Animation|Children's|Comedy",2.4,200,0,https://m.media-amazon.com/images/M/MV5BMjI0NTY4OTM1N15BMl5BanBnXkFtZTgwNzk5NjgyNTM@._V1_SX300.jpg,3754
3755,"Perfect Storm, The (2000)",Action|Adventure|Thriller,3.292,992,0,https://m.media-amazon.com/images/M/MV5BOGU2MWRiYmQtMDY1MS00OTUzLTkzYTktYjE5YTE4MTI0NzRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3755
3756,"Golden Bowl, The (2000)",Drama,3.286,28,0,https://m.media-amazon.com/images/M/MV5BMDYzZWZhNmQtZWE2ZS00OWRmLWExMzktY2QwMzIwZjkyZDQ3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,3756
3757,"Asylum (1972)",Horror,3.167,12,0,https://m.media-amazon.com/images/M/MV5BNjg5NjU0MTM4N15BMl5BanBnXkFtZTgwMjU1NDQzMjE@._V1_SX300.jpg,3757
3758,"Communion (1989)",Drama|Sci-Fi|Thriller,2.417,96,0,https://m.media-amazon.com/images/M/MV5BODdhZTM2MmUtNmJiYy00ZmE0LWFlNmEtZDcyODVmOWJkZDMxXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,3758
3759,"Fun and Fancy Free (1947)","Animation|Children's|Musical",3.263,38,0,https://m.media-amazon.com/images/M/MV5BMmI2OTQ2ZjctMGNiYy00YmMxLTliMTktYTdkM2UyNzBjM2U4XkEyXkFqcGdeQXVyMTQxMjk0Mg@@._V1_SX300.jpg,3759
3760,"Kentucky Fried Movie, The (1977)",Comedy,3.626,182,0,https://m.media-amazon.com/images/M/MV5BOGRjZTJiMjYtNjkyZS00NTgwLWI3ODAtMDRlODdkMjQ2YjY3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,3760
3761,"Blood In, Blood Out (a.k.a. Bound by Honor) (1993)",Crime|Drama,3.111,18,0,https://m.media-amazon.com/images/M/MV5BNzZmMjAxNjQtZjQzOS00NjU4LWI0NDktZjlkZTgwNjVmNzU3XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,3761
3762,"Daughter of Dr. Jeckyll (1957)",Horror,0.0,0,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,
3763,"F/X (1986)",Action|Crime|Thriller,3.5,472,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,3763
3764,"F/X 2 (1992)",Action|Crime|Thriller,2.708,144,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,3764
3765,"Hot Spot, The (1990)",Drama|Romance,2.867,30,0,https://m.media-amazon.com/images/M/MV5BZTYyMWUyOTQtM2VlNS00YTA4LWI0YTgtODg1ZDg5ZDQzYWI5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,3765
3766,"Missing in Action (1984)",Action|War,2.291,110,0,https://m.media-amazon.com/images/M/MV5BZGRkY2M1YWMtYmZiMy00NDMzLTg0OTctYWNmNzllMGNlYmMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3766
3767,"Missing in Action 2: The Beginning (1985)",Action|War,1.722,72,0,https://m.media-amazon.com/images/M/MV5BMTUzODkyODg4Ml5BMl5BanBnXkFtZTcwOTQ2NjE2NA@@._V1_SX300.jpg,
3768,"Braddock: Missing in Action III (1988)",Action|War,1.931,58,0,https://m.media-amazon.com/images/M/MV5BZTRjODU0MTUtMjBmMi00ZTBmLTk2MDYtOWQzYjg1M2FiZDJiXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg,3768
3769,"Thunderbolt and Lightfoot (1974)",Action,3.232,112,0,https://m.media-amazon.com/images/M/MV5BMTQ0NzU4NjQ5N15BMl5BanBnXkFtZTcwMzM1MTQ3NA@@._V1_SX300.jpg,3769
3770,"Dreamscape (1984)",Adventure|Crime|Sci-Fi|Thriller,3.317,252,0,https://m.media-amazon.com/images/M/MV5BYWVmOTE2ZDEtMTEwNS00NjQzLTk5MDAtYzliODNhODI0Y2Q4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3770
3771,"Golden Voyage of Sinbad, The (1974)",Action|Adventure,3.283,92,0,https://m.media-amazon.com/images/M/MV5BNTUyZDFhZTItODZjOC00NGU5LWFkNmEtOGZhNDc1MGRiMDIyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,3771
3772,"Hatchet For the Honeymoon (Rosso Segno Della Follia) (1969)",Horror,2.0,4,0,https://images-na.ssl-images-amazon.com/images/M/MV5BZmQ4NDY0MzUtZWMyZi00MzY2LTk1NWMtZTA1MzkxNGY2NThlXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,3772
3773,"House Party (1990)",Comedy,2.875,96,0,https://m.media-amazon.com/images/M/MV5BZTBkY2QyOTQtMTM3Ni00NmYwLTlkODYtYmRjZjE0NjQyZTBhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3773
3774,"House Party 2 (1991)",Comedy,1.882,34,0,https://m.media-amazon.com/images/M/MV5BMTgzYTAyODItMDRkMS00NmE3LThlMmEtYzgzMzkzMTM4NDBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,
3775,"Make Mine Music (1946)","Animation|Children's|Musical",3.556,18,0,https://m.media-amazon.com/images/M/MV5BYjlhNWE3MjMtNTE4My00YzkwLTgyZWYtODkzZDRjNzA1YzliXkEyXkFqcGdeQXVyNjI1Mjk4MTg@._V1_SX300.jpg,3775
3776,"Melody Time (1948)","Animation|Children's|Musical",3.462,26,0,https://m.media-amazon.com/images/M/MV5BNDhiMDQzYzYtNWVlMC00YzRkLTg4ZGItN2M2MGNjOTllNWVmXkEyXkFqcGdeQXVyNjI1Mjk4MTg@._V1_SX300.jpg,3776
3777,"Nekromantik (1987)",Comedy|Horror,1.75,8,0,https://m.media-amazon.com/images/M/MV5BZThhNGE0NzQtMTY2MC00NDE2LWJiZjgtZDgwNDRmMDY4ZjI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3777
3778,"On Our Merry Way (1948)",Comedy|Drama,2.0,2,0,https://m.media-amazon.com/images/M/MV5BYmU3OWY0NzMtNGQ5ZC00NmE1LTg1N2UtNDQ1ZGQyNzg3ZTM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,3778
3779,"Project Moon Base (1953)",Sci-Fi,0.0,0,0,https://m.media-amazon.com/images/M/MV5BMTcyNGNmM2UtZGZiMC00NzcxLWI4NDYtNDgzMjUyNjZlMjU2XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,3779
3780,"Rocketship X-M (1950)",Sci-Fi,3.071,28,0,https://images-na.ssl-images-amazon.com/images/M/MV5BNmU0ODJjOGEtODBjYS00N2UyLTk5YmQtZmE1YzVkMDk4OWQyXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,3780
3781,"Shaft in Africa (1973)",Action|Crime,2.625,16,0,https://m.media-amazon.com/images/M/MV5BMjFiYjY3ZDUtNjEyZS00ZGJjLTliYTMtZDAwMjgwMDA2NTQyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,3781
3782,"Shaft's Big Score! (1972)",Action|Crime,2.333,18,0,https://m.media-amazon.com/images/M/MV5BMjcyZmEyMmItNWY2MS00ZDE3LTliZTYtNjg0NzBiMTRjYWYyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,3782
3783,"Croupier (1998)",Crime|Drama,4.019,216,0,https://m.media-amazon.com/images/M/MV5BYjFjMTg4ZGQtNzgxOS00MThkLWE3YTUtMGMwZDE1ZGYxNmQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,3783
3784,"Kid, The (2000)",Comedy,3.367,158,0,https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_SX300.jpg,3784
3785,"Scary Movie (2000)",Comedy|Horror,2.968,562,0,https://m.media-amazon.com/images/M/MV5BMGEzZjdjMGQtZmYzZC00N2I4LThiY2QtNWY5ZmQ3M2ExZmM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3785
3786,"But I'm a Cheerleader (1999)",Comedy,3.25,224,0,https://m.media-amazon.com/images/M/MV5BNmZjNGVmYmItZWFmNi00ODQ1LThmZTUtMzYzMGJlMjZjMGFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3786
3787,"Shower (Xizhao) (1999)",Comedy,3.938,64,0,https://m.media-amazon.com/images/M/MV5BMTQ2NzQ2Njg0NF5BMl5BanBnXkFtZTYwNTIwNTU5._V1_SX300.jpg,3787
3788,"Blowup (1966)",Drama|Mystery,3.886,176,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,3788
3789,"Pawnbroker, The (1965)",Drama,4.022,92,0,https://m.media-amazon.com/images/M/MV5BNDA3NDgxMzQtOGNkOS00N2U0LWExMGItNGJkNzYxMDU5NjQ4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,3789
3790,"Groove (2000)",Drama,2.909,44,0,https://m.media-amazon.com/images/M/MV5BNzk1ZDcwY2YtMzRhZi00OTYwLTkzMmYtMGMwN2Y3ZjM1MTM0XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,3790
3791,"Footloose (1984)",Drama,3.102,254,0,https://m.media-amazon.com/images/M/MV5BYTE2NjQ1MjQtOTdmNi00NjJmLWJlYTItNmFhYzBmMWM4NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3791
3792,"Duel in the Sun (1946)",Western,3.154,26,0,https://m.media-amazon.com/images/M/MV5BYzQ5NzAwZjktMDU3Ny00OGY4LTkzYjMtZDA0Y2YxMmVlYmMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,3792
3793,"X-Men (2000)",Action|Sci-Fi,3.762,1462,0,https://m.media-amazon.com/images/M/MV5BZGIzNWYzN2YtMjcwYS00YjQ3LWI2NjMtOTNiYTUyYjE2MGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3793
3794,"Chuck & Buck (2000)",Comedy|Drama,3.467,120,0,https://m.media-amazon.com/images/M/MV5BNWNkYzNiYTAtNWUxOS00YzMwLWIyZjUtNjIwYjFlZjRiNGFjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,3794
3795,"Five Senses, The (1999)",Drama,3.71,62,0,https://m.media-amazon.com/images/M/MV5BMjFlMDRmMDYtNTBmYy00ZTgzLTg0NTgtMWI3Y2UxYzIyOTEwXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,3795
3796,"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",Romance|Thriller,3.571,14,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,3796
3797,"In Crowd, The (2000)",Thriller,1.938,32,0,https://m.media-amazon.com/images/M/MV5BMjA3NzQzNTkyMF5BMl5BanBnXkFtZTcwNDgxODk4Ng@@._V1_SX300.jpg,3797
3798,"What Lies Beneath (2000)",Thriller,3.181,408,0,https://m.media-amazon.com/images/M/MV5BNTY4NjNkMTMtNTEyOC00NDBiLWFkZjMtZDkwYzU3OTFjOTkzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,3798
3799,"PokÃ¯Â¿Â½mon the Movie 2000 (2000)","Animation|Children's",1.712,104,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,3799
3800,"Criminal Lovers (Les Amants Criminels) (1999)",Drama|Romance,5.0,2,0,https://m.media-amazon.com/images/M/MV5BZDAzMTlhMmYtNTYxOC00YTUzLWJiMjktNTZjNTdjYWU5OWYwXkEyXkFqcGdeQXVyMjUxOTQ5MzA@._V1_SX300.jpg,
3801,"Anatomy of a Murder (1959)",Drama|Mystery,4.152,132,0,https://m.media-amazon.com/images/M/MV5BMzM0MzE2ZTAtZTBjZS00MTk5LTg5OTEtNjNmYmQ5NzU2OTUyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,3801
3802,"Freejack (1992)",Action|Sci-Fi,2.39,236,0,https://m.media-amazon.com/images/M/MV5BYWM2NjVmOWMtNDVmOS00ZWUwLWEyNTctZGQyMzJiMWVhNDQxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,3802
3803,"Greaser's Palace (1972)",Drama,4.0,4,0,https://m.media-amazon.com/images/M/MV5BMTYzMjAzOTQ4OF5BMl5BanBnXkFtZTcwNDgwOTcxMQ@@._V1_SX300.jpg,3803
3804,"H.O.T.S. (1979)",Comedy,2.455,22,0,https://m.media-amazon.com/images/M/MV5BYWRiYzg1MDgtNDg4Ni00NzE5LTgyMWUtMGFiODBmM2I5M2I4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,3804
3805,"Knightriders (1981)",Action|Adventure|Drama,2.889,18,0,https://m.media-amazon.com/images/M/MV5BN2E4OTM5ZDktNDBlMi00NjIzLTg5MDUtMTRjYmZjMzYzM2Q2XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg,3805
3806,"MacKenna's Gold (1969)",Western,3.182,22,0,https://m.media-amazon.com/images/M/MV5BNjE4NDFmNTctYTBjMy00ZjAwLWI3ZWUtNWU1YzNmZTUyYTkyXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,3806
3807,"Sinbad and the Eye of the Tiger (1977)",Action|Adventure,3.421,76,0,https://m.media-amazon.com/images/M/MV5BOTI2MzU4NjM4NV5BMl5BanBnXkFtZTgwNTkwNzYzNTE@._V1_SX300.jpg,3807
3808,"Two Women (La Ciociara) (1961)",Drama|War,4.0,34,0,https://m.media-amazon.com/images/M/MV5BYjZhMGRhYWUtYTE5Ny00M2NiLWFiZDQtZTRiNDUyYmQxODQ1XkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_SX300.jpg,3808
3809,"What About Bob? (1991)",Comedy,3.454,582,0,https://m.media-amazon.com/images/M/MV5BMTQxMjU2ODk4N15BMl5BanBnXkFtZTgwODQzNTcxMTE@._V1_SX300.jpg,3809
3810,"White Sands (1992)",Drama|Thriller,2.88,50,0,https://m.media-amazon.com/images/M/MV5BODIzZDU3MjQtNDAzOS00MjU1LWIwMmUtNjJlZDM1MTI4YmM2XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,3810
3811,"Breaker Morant (1980)",Drama|War,4.114,280,0,https://m.media-amazon.com/images/M/MV5BYTUwNDJhZmYtNzI1Mi00ZTE1LWFmNGItNTlkMTRiMTI2ZWQ1XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,3811
3812,"Everything You Always Wanted to Know About Sex (1972)",Comedy,3.506,178,0,https://m.media-amazon.com/images/M/MV5BMTQ2ODA3Mzc3Ml5BMl5BanBnXkFtZTcwNTkyNzYzNA@@._V1_SX300.jpg,3812
3813,"Interiors (1978)",Drama,3.286,56,0,https://m.media-amazon.com/images/M/MV5BNTU1YmQyNTctNjFhNS00MTA4LWI1MjctZTA1NzgzOTYyNzdhXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,3813
3814,"Love and Death (1975)",Comedy,4.0,178,0,https://m.media-amazon.com/images/M/MV5BNGFkNDk4NmItZmQ4OS00YWIwLThiMTctZWYyMWQ3MjUxYjhlXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,3814
3816,"Official Story, The (La Historia Oficial) (1985)",Drama,4.062,32,0,https://m.media-amazon.com/images/M/MV5BMTAzODQzNTU5NjBeQTJeQWpwZ15BbWU4MDk0NjM5MzMy._V1_SX300.jpg,3816
3817,"Other Side of Sunday, The (SÃ¯Â¿Â½ndagsengler) (1996)",Comedy|Drama,3.5,8,0,https://m.media-amazon.com/images/M/MV5BNjBjOTljMzctNTVhZS00NDkyLWE1ZDgtMzRkZjBhOTJiMGM5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,3817
3818,"Pot O' Gold (1941)",Comedy|Musical,3.0,2,0,https://m.media-amazon.com/images/M/MV5BN2I3MmFiNmMtNjU3NS00N2M2LWFhMTgtOThlYWMwZDFjN2Q4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,3818
3819,"Tampopo (1986)",Comedy,4.0,188,0,https://m.media-amazon.com/images/M/MV5BOTE5ZWY2MGEtYjA5ZS00YjdkLTk1MmMtNGFhMDRlNTkzNTRiXkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_SX300.jpg,3819
3820,"Thomas and the Magic Railroad (2000)","Children's",1.435,46,0,https://m.media-amazon.com/images/M/MV5BYjMxYTc1OWQtNWNlYS00YWI0LTlmOGYtYTA2NzExMDcwMTk5XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,3820
3821,"Nutty Professor II: The Klumps (2000)",Comedy,2.586,280,0,https://m.media-amazon.com/images/M/MV5BNjcyOWM2NTUtYzRjYS00ZTQ4LWFlZGItNTE2MDg4MGIxNjAyXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,3821
3822,"Girl on the Bridge, The (La Fille sur le Pont) (1999)",Drama|Romance,3.8,80,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4MjI5NzAzOTJeQTJeQWpwZ15BbWU2MDc5NjcwOQ@@._V1_SX300.jpg,3822
3823,"Wonderland (1999)",Drama,3.651,86,0,https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_SX300.jpg,3823
3824,"Autumn in New York (2000)",Drama|Romance,2.123,114,0,https://m.media-amazon.com/images/M/MV5BMWFlM2VmYTUtZmFmMC00N2Y1LWE3NmUtYWI5MWZiMTY3NDRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3824
3825,"Coyote Ugly (2000)",Drama,2.828,174,0,https://m.media-amazon.com/images/M/MV5BZWZhZmFkMjQtMWYyMC00NmQ3LTk5M2MtZDU3ZjNjYmM0ZTYxXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,3825
3826,"Hollow Man (2000)",Horror|Sci-Fi|Thriller,2.502,402,0,https://m.media-amazon.com/images/M/MV5BZTM1MjM2Y2QtOTMyOS00ZTE4LWFiZTEtMjBjMjg3NmE0ZjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3826
3827,"Space Cowboys (2000)",Action|Sci-Fi,3.336,494,0,https://m.media-amazon.com/images/M/MV5BMTk4NzAwOTkwMF5BMl5BanBnXkFtZTYwMDM3MTM3._V1_SX300.jpg,3827
